filename,label,x_min,y_min,x_max,y_max
train_00011.jpg,A20,123,396,192,485
train_00011.jpg,A20,420,310,490,397
train_00011.jpg,A20,663,452,730,539
train_00012.jpg,A2,476,79,607,241
train_00012.jpg,A2,526,235,659,408
train_00012.jpg,A2,581,412,711,587
train_00012.jpg,A2,643,585,767,751
train_00012.jpg,A9,78,239,220,373
train_00012.jpg,A9,203,280,351,410
train_00012.jpg,A9,114,378,268,501
train_00012.jpg,A9,245,410,384,539
train_00012.jpg,A9,155,508,300,635
train_00012.jpg,A9,281,539,424,670
train_00012.jpg,A9,189,635,342,760
train_00012.jpg,A9,317,668,457,800
train_00013.jpg,A14,532,529,641,629
train_00013.jpg,A14,530,692,640,791
train_00013.jpg,A11,106,436,227,545
train_00013.jpg,A11,453,1,554,95
train_00013.jpg,A7,55,565,182,672
train_00014.jpg,A20,240,275,357,368
train_00014.jpg,A20,85,562,205,652
train_00014.jpg,A20,435,601,554,697
train_00014.jpg,A20,640,327,762,425
train_00014.jpg,A20,570,146,659,267
train_00015.jpg,A8,49,133,219,272
train_00015.jpg,A8,216,119,381,260
train_00015.jpg,A8,384,104,548,244
train_00015.jpg,A8,553,94,725,235
train_00015.jpg,A8,142,238,312,370
train_00015.jpg,A8,318,224,487,361
train_00015.jpg,A8,489,205,665,354
train_00015.jpg,A8,60,539,243,703
train_00015.jpg,A8,247,528,417,694
train_00015.jpg,A8,419,516,599,674
train_00015.jpg,A8,593,497,776,661
train_00016.jpg,A18,304,95,381,171
train_00016.jpg,A18,372,159,455,229
train_00016.jpg,A18,450,218,534,294
train_00016.jpg,A18,241,301,321,373
train_00016.jpg,A18,88,449,173,528
train_00017.jpg,A20,320,313,383,433
train_00018.jpg,A20,516,158,592,257
train_00018.jpg,A20,470,119,551,214
train_00018.jpg,A20,612,620,705,695
train_00018.jpg,A19,346,248,441,333
train_00019.jpg,A1,524,1,647,98
train_00019.jpg,A1,461,142,591,237
train_00019.jpg,A1,404,243,538,342
train_00019.jpg,A1,347,389,476,485
train_00019.jpg,A1,289,506,424,603
train_00019.jpg,A1,227,654,349,749
train_00020.jpg,A1,246,11,347,141
train_00020.jpg,A1,134,7,233,136
train_00020.jpg,A1,18,2,114,133
train_00020.jpg,A1,134,349,228,484
train_00020.jpg,A1,342,366,438,496
train_00020.jpg,A19,567,366,667,511
train_00020.jpg,A19,702,27,800,174
train_00020.jpg,A1,587,29,688,163
train_00021.jpg,A20,455,184,556,259
train_00021.jpg,A20,470,432,554,532
train_00021.jpg,A20,317,463,408,535
train_00022.jpg,A17,114,190,297,358
train_00022.jpg,A17,316,182,497,351
train_00022.jpg,A17,567,171,752,341
train_00023.jpg,A13,147,10,305,100
train_00023.jpg,A13,137,111,297,200
train_00023.jpg,A13,135,211,300,314
train_00023.jpg,A13,125,429,298,544
train_00023.jpg,A13,121,555,301,667
train_00023.jpg,A13,119,677,291,797
train_00024.jpg,A8,160,105,286,223
train_00024.jpg,A8,289,79,410,192
train_00024.jpg,A8,675,205,782,338
train_00024.jpg,A8,265,416,389,525
train_00024.jpg,A8,470,639,590,762
train_00024.jpg,A8,343,686,471,795
train_00025.jpg,A20,642,18,699,118
train_00025.jpg,A20,706,40,768,142
train_00025.jpg,A20,548,749,651,800
train_00025.jpg,A19,334,499,438,575
train_00025.jpg,A19,39,1,116,102
train_00026.jpg,A1,444,398,584,511
train_00026.jpg,A1,479,512,614,620
train_00026.jpg,A1,553,584,685,702
train_00026.jpg,A1,619,678,755,790
train_00027.jpg,A3,479,174,581,269
train_00027.jpg,A3,702,196,800,291
train_00027.jpg,A3,682,319,797,420
train_00027.jpg,A3,675,429,782,540
train_00027.jpg,A3,458,289,565,399
train_00027.jpg,A3,439,411,549,515
train_00027.jpg,A3,18,135,124,227
train_00027.jpg,A3,2,253,107,359
train_00028.jpg,A19,619,224,689,325
train_00028.jpg,A19,717,235,786,335
train_00028.jpg,A20,426,223,475,318
train_00028.jpg,A20,330,223,379,316
train_00028.jpg,A20,232,224,282,310
train_00028.jpg,A20,127,209,176,302
train_00029.jpg,A16,106,8,265,122
train_00029.jpg,A16,581,96,722,216
train_00029.jpg,A16,584,214,734,333
train_00029.jpg,A16,594,344,739,460
train_00029.jpg,A16,604,466,743,580
train_00029.jpg,A16,617,592,764,696
train_00029.jpg,A16,126,239,285,357
train_00029.jpg,A16,131,365,284,486
train_00030.jpg,A19,228,293,355,378
train_00030.jpg,A19,550,89,679,176
train_00030.jpg,A19,267,610,393,695
train_00031.jpg,A20,478,268,545,309
train_00031.jpg,A20,338,439,405,480
train_00031.jpg,A20,553,430,619,474
train_00032.jpg,A5,120,333,211,459
train_00032.jpg,A5,275,361,359,479
train_00032.jpg,A5,381,364,473,488
train_00032.jpg,A5,519,364,604,482
train_00033.jpg,A14,339,268,465,400
train_00033.jpg,A14,612,14,763,156
train_00033.jpg,A14,2,573,148,713
train_00034.jpg,A13,4,523,157,716
train_00034.jpg,A13,135,428,297,613
train_00034.jpg,A13,261,322,431,513
train_00034.jpg,A13,394,230,558,419
train_00034.jpg,A13,521,137,682,323
train_00034.jpg,A13,644,49,797,229
train_00035.jpg,A17,173,332,337,486
train_00035.jpg,A17,11,443,173,604
train_00035.jpg,A17,451,210,605,361
train_00035.jpg,A17,640,121,785,265
train_00036.jpg,A3,50,102,146,205
train_00036.jpg,A3,156,180,257,290
train_00036.jpg,A3,270,267,359,372
train_00036.jpg,A3,376,349,469,456
train_00036.jpg,A3,483,430,576,533
train_00036.jpg,A3,697,600,793,705
train_00037.jpg,A20,212,140,326,198
train_00037.jpg,A20,559,38,671,93
train_00037.jpg,A20,506,349,622,406
train_00037.jpg,A20,416,613,514,704
train_00038.jpg,A1,7,3,129,142
train_00038.jpg,A1,126,111,248,245
train_00038.jpg,A1,241,187,363,324
train_00038.jpg,A1,353,282,480,422
train_00038.jpg,A1,494,374,621,520
train_00038.jpg,A1,618,489,744,623
train_00039.jpg,A19,594,614,672,671
train_00039.jpg,A19,721,614,779,692
train_00039.jpg,A20,547,541,631,592
train_00039.jpg,A20,422,550,472,636
train_00039.jpg,A20,34,648,82,736
train_00040.jpg,A19,295,32,363,82
train_00040.jpg,A19,294,84,361,133
train_00040.jpg,A19,294,135,360,187
train_00040.jpg,A19,285,188,352,238
train_00040.jpg,A1,282,238,352,292
train_00040.jpg,A1,278,289,349,339
train_00040.jpg,A1,276,339,345,388
train_00040.jpg,A1,270,389,341,441
train_00040.jpg,A19,271,462,339,515
train_00040.jpg,A1,269,515,338,569
train_00040.jpg,A1,262,569,332,617
train_00040.jpg,A1,257,617,328,669
train_00040.jpg,A1,257,671,328,724
train_00040.jpg,A19,254,724,319,771
train_00040.jpg,A1,109,421,179,471
train_00040.jpg,A1,108,360,179,407
train_00040.jpg,A1,115,310,178,356
train_00040.jpg,A1,117,262,187,309
train_00040.jpg,A1,117,207,190,260
train_00040.jpg,A19,122,154,193,204
train_00040.jpg,A1,124,94,197,149
train_00041.jpg,A9,184,3,342,128
train_00041.jpg,A9,187,127,352,262
train_00041.jpg,A9,98,203,244,332
train_00041.jpg,A9,209,261,359,389
train_00041.jpg,A9,109,326,256,461
train_00041.jpg,A9,109,458,267,599
train_00041.jpg,A9,494,83,643,217
train_00041.jpg,A9,619,8,767,139
train_00041.jpg,A9,620,144,765,272
train_00041.jpg,A9,486,219,651,353
train_00041.jpg,A9,642,277,784,414
train_00041.jpg,A9,504,357,662,488
train_00041.jpg,A9,637,419,796,555
train_00041.jpg,A9,523,486,671,622
train_00042.jpg,A5,597,261,742,372
train_00042.jpg,A5,377,533,527,637
train_00042.jpg,A5,265,664,415,778
train_00043.jpg,A16,204,48,304,169
train_00043.jpg,A16,455,246,547,358
train_00043.jpg,A16,716,479,800,606
train_00043.jpg,A16,636,536,726,657
train_00043.jpg,A16,533,590,628,713
train_00043.jpg,A16,418,654,516,778
train_00043.jpg,A16,349,300,442,421
train_00043.jpg,A16,245,375,327,488
train_00043.jpg,A16,138,438,230,556
train_00043.jpg,A16,98,118,187,235
train_00043.jpg,A16,1,176,87,294
train_00044.jpg,A13,54,7,220,128
train_00044.jpg,A13,104,83,299,211
train_00044.jpg,A13,32,163,231,294
train_00044.jpg,A13,114,252,306,382
train_00044.jpg,A13,30,337,221,462
train_00044.jpg,A13,106,414,291,544
train_00044.jpg,A13,30,488,195,621
train_00044.jpg,A13,89,583,297,715
train_00044.jpg,A13,26,666,218,796
train_00044.jpg,A13,515,5,692,132
train_00044.jpg,A13,523,153,705,278
train_00044.jpg,A13,509,302,687,431
train_00044.jpg,A13,513,450,696,582
train_00044.jpg,A13,504,603,691,735
train_00044.jpg,A13,563,684,768,800
train_00045.jpg,A1,259,9,444,148
train_00045.jpg,A1,323,122,514,266
train_00045.jpg,A1,403,244,587,394
train_00045.jpg,A1,479,373,659,516
train_00045.jpg,A1,560,482,738,630
train_00045.jpg,A1,605,629,791,776
train_00046.jpg,A10,182,237,289,333
train_00046.jpg,A10,394,14,500,111
train_00046.jpg,A10,271,451,383,553
train_00046.jpg,A10,330,559,438,662
train_00046.jpg,A10,582,447,687,547
train_00046.jpg,A10,367,677,476,773
train_00046.jpg,A10,414,796,527,887
train_00046.jpg,A10,681,671,786,776
train_00047.jpg,A20,393,14,471,52
train_00047.jpg,A1,314,77,368,148
train_00047.jpg,A20,387,161,465,200
train_00047.jpg,A19,375,386,464,445
train_00047.jpg,A19,362,455,455,515
train_00047.jpg,A19,362,545,453,607
train_00047.jpg,A19,362,620,453,682
train_00047.jpg,A19,352,716,443,780
train_00048.jpg,A3,371,2,509,119
train_00048.jpg,A3,337,166,477,299
train_00048.jpg,A3,309,338,442,472
train_00048.jpg,A3,270,513,408,650
train_00048.jpg,A3,236,689,376,800
train_00049.jpg,A3,256,60,415,164
train_00049.jpg,A3,249,173,407,276
train_00049.jpg,A3,229,511,385,612
train_00049.jpg,A3,219,622,384,725
train_00050.jpg,A10,298,39,507,233
train_00050.jpg,A10,266,372,480,577
train_00051.jpg,A9,481,63,620,192
train_00051.jpg,A9,581,3,713,125
train_00051.jpg,A9,594,122,718,248
train_00051.jpg,A9,495,186,615,313
train_00051.jpg,A9,599,239,726,368
train_00051.jpg,A9,497,312,636,431
train_00051.jpg,A9,602,369,732,489
train_00051.jpg,A9,512,437,643,555
train_00051.jpg,A9,606,489,737,619
train_00051.jpg,A9,513,553,649,683
train_00051.jpg,A9,619,609,755,738
train_00051.jpg,A9,520,682,664,795
train_00052.jpg,A20,166,179,225,287
train_00052.jpg,A20,692,414,750,528
train_00053.jpg,A20,225,205,325,261
train_00053.jpg,A20,327,476,428,529
train_00054.jpg,A20,27,65,83,174
train_00054.jpg,A20,174,358,233,469
train_00054.jpg,A20,689,484,799,543
train_00054.jpg,A19,682,548,791,636
train_00055.jpg,A10,497,140,579,205
train_00055.jpg,A10,513,217,594,292
train_00055.jpg,A10,522,298,604,367
train_00055.jpg,A10,536,377,618,448
train_00055.jpg,A10,548,454,627,527
train_00055.jpg,A10,574,610,657,684
train_00056.jpg,A16,50,20,133,120
train_00056.jpg,A16,426,79,504,173
train_00056.jpg,A16,335,128,420,217
train_00056.jpg,A16,246,166,322,268
train_00056.jpg,A16,153,216,234,318
train_00056.jpg,A16,534,300,616,400
train_00056.jpg,A16,443,344,527,447
train_00056.jpg,A16,353,394,436,500
train_00056.jpg,A16,262,433,341,540
train_00056.jpg,A16,681,554,752,651
train_00056.jpg,A16,588,595,662,700
train_00056.jpg,A16,493,647,566,748
train_00056.jpg,A16,399,696,475,795
train_00057.jpg,A17,113,98,234,209
train_00057.jpg,A17,154,553,254,660
train_00057.jpg,A17,448,616,561,734
train_00058.jpg,A3,165,372,325,506
train_00058.jpg,A3,59,550,209,678
train_00058.jpg,A3,614,639,761,772
train_00059.jpg,A16,516,279,615,400
train_00059.jpg,A16,624,272,693,393
train_00059.jpg,A16,182,57,264,172
train_00059.jpg,A16,636,597,718,720
train_00059.jpg,A16,543,604,617,730
train_00059.jpg,A16,445,611,522,738
train_00059.jpg,A16,350,616,431,743
train_00060.jpg,A14,275,33,410,174
train_00060.jpg,A14,416,670,552,800
train_00061.jpg,A14,161,35,266,143
train_00061.jpg,A14,200,271,289,372
train_00061.jpg,A14,524,605,617,700
train_00062.jpg,A14,203,94,326,216
train_00062.jpg,A14,664,391,786,521
train_00062.jpg,A14,68,402,192,527
train_00063.jpg,A19,414,394,494,501
train_00063.jpg,A19,330,373,411,481
train_00063.jpg,A19,246,400,323,513
train_00063.jpg,A19,150,387,231,501
train_00063.jpg,A19,67,361,149,466
train_00063.jpg,A19,3,345,67,454
train_00064.jpg,A3,296,324,465,500
train_00065.jpg,A5,625,203,793,361
train_00065.jpg,A5,6,165,205,296
train_00066.jpg,A3,327,569,496,744
train_00066.jpg,A11,337,254,475,396
train_00067.jpg,A14,11,244,148,378
train_00067.jpg,A14,294,193,415,309
train_00067.jpg,A14,337,573,458,691
train_00067.jpg,A8,615,65,785,213
train_00067.jpg,A2,344,374,443,489
train_00068.jpg,A13,76,49,249,218
train_00068.jpg,A13,313,56,483,216
train_00068.jpg,A13,544,59,711,225
train_00068.jpg,A15,548,574,699,733
train_00068.jpg,A15,312,563,468,733
train_00068.jpg,A15,76,553,232,725
train_00069.jpg,A8,48,2,230,169
train_00069.jpg,A8,40,177,225,370
train_00069.jpg,A8,28,377,218,584
train_00069.jpg,A8,22,589,219,800
train_00069.jpg,A8,429,78,601,289
train_00069.jpg,A8,571,4,748,193
train_00069.jpg,A8,569,191,754,394
train_00069.jpg,A8,421,294,601,498
train_00069.jpg,A8,570,395,749,605
train_00069.jpg,A8,423,495,601,710
train_00069.jpg,A8,573,604,765,800
train_00070.jpg,A2,1,222,137,349
train_00070.jpg,A2,381,42,525,169
train_00070.jpg,A2,551,13,688,134
train_00070.jpg,A2,276,381,424,505
train_00070.jpg,A2,331,694,475,800
train_00070.jpg,A2,499,659,643,784
train_00070.jpg,A2,673,622,800,745
train_00071.jpg,A17,177,354,330,489
train_00071.jpg,A17,18,341,168,475
train_00071.jpg,A17,477,379,628,516
train_00071.jpg,A17,640,391,793,531
train_00072.jpg,A5,337,227,522,347
train_00073.jpg,A20,103,348,166,453
train_00073.jpg,A20,705,298,762,404
train_00074.jpg,A10,19,20,112,127
train_00074.jpg,A10,125,15,223,121
train_00074.jpg,A10,350,1,452,106
train_00074.jpg,A10,463,2,561,97
train_00074.jpg,A10,1,501,94,609
train_00074.jpg,A10,227,485,329,600
train_00074.jpg,A10,341,478,444,590
train_00074.jpg,A10,459,472,560,581
train_00074.jpg,A10,576,460,680,575
train_00074.jpg,A10,688,450,790,566
train_00074.jpg,A10,922,441,1026,553
train_00075.jpg,A2,86,120,308,427
train_00075.jpg,A2,94,436,343,739
train_00075.jpg,A2,545,171,772,484
train_00075.jpg,A2,559,493,789,792
train_00076.jpg,A10,348,183,538,344
train_00076.jpg,A10,437,363,624,526
train_00077.jpg,A2,74,200,213,340
train_00077.jpg,A2,437,146,565,287
train_00077.jpg,A2,378,312,506,446
train_00077.jpg,A2,320,471,441,612
train_00077.jpg,A2,620,589,748,725
train_00078.jpg,A3,666,181,762,276
train_00078.jpg,A11,53,515,151,611
train_00079.jpg,A9,113,32,241,159
train_00079.jpg,A9,248,146,373,273
train_00079.jpg,A9,389,260,520,388
train_00079.jpg,A9,508,402,634,525
train_00079.jpg,A9,158,494,291,627
train_00079.jpg,A9,292,626,424,752
train_00080.jpg,A20,253,275,312,386
train_00080.jpg,A20,532,197,639,257
train_00080.jpg,A20,156,518,266,577
train_00080.jpg,A19,374,281,452,394
train_00081.jpg,A2,98,67,186,181
train_00081.jpg,A2,154,130,245,233
train_00081.jpg,A2,83,182,179,283
train_00081.jpg,A2,148,238,243,340
train_00081.jpg,A2,76,285,173,399
train_00081.jpg,A2,148,343,243,454
train_00081.jpg,A2,76,404,166,511
train_00081.jpg,A2,139,456,239,568
train_00081.jpg,A2,72,504,157,628
train_00081.jpg,A2,131,572,233,688
train_00081.jpg,A2,61,629,164,751
train_00081.jpg,A2,361,69,451,183
train_00081.jpg,A2,426,133,515,235
train_00081.jpg,A2,359,183,441,289
train_00081.jpg,A2,422,241,522,348
train_00081.jpg,A2,348,282,442,400
train_00081.jpg,A2,419,344,513,455
train_00081.jpg,A2,339,404,448,510
train_00081.jpg,A2,347,516,445,626
train_00081.jpg,A2,410,576,527,699
train_00081.jpg,A2,341,627,443,749
train_00081.jpg,A2,623,79,721,186
train_00081.jpg,A2,627,186,723,293
train_00081.jpg,A2,623,294,722,398
train_00081.jpg,A2,626,404,720,517
train_00081.jpg,A2,619,516,735,633
train_00081.jpg,A2,625,636,731,757
train_00082.jpg,A5,576,54,668,137
train_00082.jpg,A5,215,655,313,743
train_00083.jpg,A10,485,80,574,178
train_00083.jpg,A10,695,258,791,346
train_00083.jpg,A10,620,352,716,443
train_00083.jpg,A10,185,418,284,510
train_00083.jpg,A10,103,515,196,601
train_00084.jpg,A1,237,58,358,135
train_00084.jpg,A1,263,143,381,221
train_00084.jpg,A19,288,223,404,306
train_00084.jpg,A1,302,311,423,395
train_00084.jpg,A1,332,401,453,488
train_00084.jpg,A1,348,486,476,576
train_00084.jpg,A1,370,574,498,666
train_00084.jpg,A19,400,669,529,766
train_00085.jpg,A14,50,1,215,151
train_00085.jpg,A14,73,342,240,507
train_00085.jpg,A14,510,128,683,289
train_00085.jpg,A14,521,302,687,466
train_00085.jpg,A14,588,662,750,800
train_00086.jpg,A4,385,82,565,265
train_00086.jpg,A4,606,516,800,742
train_00086.jpg,A4,408,516,601,742
train_00086.jpg,A4,206,500,396,734
train_00086.jpg,A4,4,494,193,722
train_00087.jpg,A11,448,54,632,243
train_00087.jpg,A11,14,90,212,284
train_00087.jpg,A11,102,523,289,723
train_00088.jpg,A13,272,151,411,250
train_00088.jpg,A13,276,257,412,356
train_00088.jpg,A13,273,360,413,456
train_00088.jpg,A13,277,461,410,562
train_00089.jpg,A9,197,417,329,553
train_00090.jpg,A20,375,165,444,221
train_00090.jpg,A20,500,343,566,404
train_00090.jpg,A20,279,401,350,454
train_00090.jpg,A20,601,525,679,565
train_00091.jpg,A5,632,327,730,432
train_00091.jpg,A5,493,304,590,410
train_00091.jpg,A5,359,288,455,390
train_00091.jpg,A5,227,266,321,370
train_00091.jpg,A5,86,241,185,348
train_00092.jpg,A3,483,50,656,235
train_00092.jpg,A3,468,525,647,713
train_00092.jpg,A3,290,580,461,773
train_00092.jpg,A3,51,187,243,382
train_00093.jpg,A10,694,111,832,268
train_00093.jpg,A10,547,205,685,356
train_00093.jpg,A10,400,301,534,459
train_00093.jpg,A10,251,408,387,560
train_00093.jpg,A10,100,508,234,661
train_00094.jpg,A5,617,346,705,465
train_00094.jpg,A5,161,375,275,454
train_00094.jpg,A5,76,274,189,355
train_00095.jpg,A16,253,172,343,243
train_00095.jpg,A16,286,252,376,324
train_00095.jpg,A16,330,336,410,400
train_00095.jpg,A16,362,411,455,486
train_00095.jpg,A16,426,86,524,156
train_00095.jpg,A16,467,166,554,239
train_00095.jpg,A16,506,248,590,320
train_00095.jpg,A16,537,326,627,399
train_00095.jpg,A16,571,392,659,464
train_00095.jpg,A16,633,2,729,72
train_00095.jpg,A16,665,86,763,144
train_00095.jpg,A16,709,164,798,234
train_00095.jpg,A9,20,362,165,490
train_00095.jpg,A9,65,502,216,633
train_00095.jpg,A9,137,634,285,766
train_00096.jpg,A5,237,16,315,116
train_00096.jpg,A5,298,342,379,441
train_00096.jpg,A5,396,692,479,793
train_00097.jpg,A12,518,67,601,133
train_00097.jpg,A12,131,420,215,473
train_00097.jpg,A12,407,461,500,516
train_00097.jpg,A12,147,660,233,716
train_00097.jpg,A12,535,615,619,672
train_00098.jpg,A16,561,105,667,184
train_00098.jpg,A16,558,202,667,289
train_00098.jpg,A16,548,405,660,493
train_00098.jpg,A16,553,519,665,596
train_00098.jpg,A16,545,639,654,721
train_00098.jpg,A16,337,399,442,489
train_00098.jpg,A16,330,509,437,594
train_00098.jpg,A16,324,626,430,711
train_00098.jpg,A16,58,393,161,478
train_00098.jpg,A16,48,499,156,584
train_00098.jpg,A16,39,622,149,699
train_00099.jpg,A16,348,84,417,192
train_00099.jpg,A16,446,91,524,193
train_00099.jpg,A16,542,97,621,200
train_00099.jpg,A16,237,339,318,452
train_00099.jpg,A16,335,342,415,455
train_00099.jpg,A16,330,607,403,716
train_00099.jpg,A16,429,613,510,716
train_00099.jpg,A16,532,616,600,712
train_00100.jpg,A20,150,258,247,329
train_00100.jpg,A20,647,211,717,313
train_00100.jpg,A20,373,415,441,514
train_00100.jpg,A20,632,558,702,656
train_00101.jpg,A5,182,76,243,152
train_00101.jpg,A5,629,697,717,754
train_00102.jpg,A5,561,72,672,164
train_00102.jpg,A5,506,339,615,432
train_00102.jpg,A5,449,615,555,714
train_00103.jpg,A14,186,103,315,229
train_00103.jpg,A14,450,111,576,238
train_00103.jpg,A14,589,117,706,237
train_00103.jpg,A14,61,428,180,552
train_00103.jpg,A14,189,429,304,554
train_00103.jpg,A14,317,439,436,561
train_00104.jpg,A13,115,435,254,530
train_00105.jpg,A6,663,12,772,128
train_00105.jpg,A6,550,112,663,234
train_00105.jpg,A6,440,213,560,336
train_00105.jpg,A6,319,318,432,437
train_00105.jpg,A6,198,425,308,541
train_00105.jpg,A6,67,538,182,657
train_00105.jpg,A12,6,636,88,729
train_00106.jpg,A19,257,353,361,514
train_00106.jpg,A19,449,334,558,495
train_00106.jpg,A19,109,421,224,573
train_00106.jpg,A19,637,381,745,535
train_00107.jpg,A3,492,52,661,212
train_00107.jpg,A3,399,296,564,466
train_00107.jpg,A3,293,555,471,729
train_00108.jpg,A11,454,155,560,265
train_00108.jpg,A11,394,248,502,362
train_00108.jpg,A11,341,347,444,449
train_00109.jpg,A8,213,91,383,235
train_00109.jpg,A8,597,486,762,643
train_00109.jpg,A8,421,505,591,658
train_00109.jpg,A8,240,503,416,656
train_00109.jpg,A8,62,508,232,668
train_00110.jpg,A9,134,1,309,135
train_00110.jpg,A9,254,66,434,219
train_00110.jpg,A9,118,139,315,292
train_00110.jpg,A9,244,225,440,380
train_00110.jpg,A9,110,299,299,455
train_00110.jpg,A9,261,388,425,552
train_00110.jpg,A9,100,464,291,625
train_00110.jpg,A9,237,554,426,716
train_00110.jpg,A9,94,641,283,800
train_00111.jpg,A20,326,354,433,447
train_00111.jpg,A20,563,119,630,239
train_00112.jpg,A12,104,281,151,340
train_00112.jpg,A12,161,309,208,371
train_00112.jpg,A12,200,338,245,395
train_00112.jpg,A12,247,362,292,422
train_00112.jpg,A17,359,433,430,500
train_00112.jpg,A17,437,476,505,543
train_00112.jpg,A17,506,512,577,581
train_00112.jpg,A17,582,559,652,626
train_00112.jpg,A17,653,594,723,663
train_00112.jpg,A17,729,641,800,710
train_00113.jpg,A19,125,28,229,106
train_00113.jpg,A19,93,103,198,181
train_00113.jpg,A20,571,338,637,443
train_00113.jpg,A20,561,678,627,781
train_00114.jpg,A7,181,255,267,346
train_00114.jpg,A7,278,244,363,334
train_00114.jpg,A7,371,234,456,321
train_00114.jpg,A7,465,221,552,311
train_00114.jpg,A7,560,208,646,300
train_00114.jpg,A7,500,433,589,528
train_00115.jpg,A14,451,239,565,354
train_00115.jpg,A14,214,453,347,570
train_00115.jpg,A14,481,697,604,800
train_00115.jpg,A14,183,5,315,112
train_00115.jpg,A14,112,61,231,178
train_00115.jpg,A14,193,116,320,223
train_00115.jpg,A14,121,172,234,291
train_00115.jpg,A14,194,222,334,339
train_00115.jpg,A14,122,283,236,399
train_00115.jpg,A14,207,339,342,451
train_00115.jpg,A14,130,393,248,515
train_00115.jpg,A14,215,562,340,680
train_00115.jpg,A14,228,675,357,794
train_00115.jpg,A14,433,11,546,133
train_00115.jpg,A14,434,125,576,237
train_00115.jpg,A14,450,349,583,467
train_00115.jpg,A14,455,463,594,582
train_00115.jpg,A14,466,583,595,697
train_00116.jpg,A16,635,159,714,219
train_00116.jpg,A16,644,239,724,299
train_00116.jpg,A16,651,314,726,379
train_00116.jpg,A16,659,379,737,435
train_00116.jpg,A16,426,100,505,159
train_00116.jpg,A16,437,175,510,235
train_00116.jpg,A16,439,254,520,314
train_00116.jpg,A16,449,332,523,393
train_00116.jpg,A16,450,394,532,454
train_00116.jpg,A16,216,121,296,178
train_00116.jpg,A16,225,201,301,254
train_00116.jpg,A16,229,278,308,338
train_00116.jpg,A16,14,139,90,193
train_00116.jpg,A16,19,211,98,273
train_00116.jpg,A16,27,295,104,352
train_00116.jpg,A16,36,372,109,430
train_00116.jpg,A16,40,433,117,493
train_00117.jpg,A10,408,251,459,302
train_00117.jpg,A10,399,304,456,354
train_00117.jpg,A10,394,359,447,408
train_00117.jpg,A10,387,413,442,460
train_00117.jpg,A10,380,465,435,515
